"Tw_id","Tweet","Label"
"552811541884858368","@RT_com Did the Gunman knew that he will rot in Hell for this ?","commenting"
"552812322075729920","@USATODAY @12News @AP This is not about political correctness. These medieval assholes want to destroy fee speech &amp; western values: War.","denying"
"544330406397374465","@Uber_Sydney hikes prices during the #sydneysiege. How is that helping? Giving away free rides would help.","commenting"
"552796077561094144","@guardian This is their true colour :-(","commenting"
"552822679712313344","#GerçekİslamBudur “@HuffPostUK: 4 #CharlieHebdo cartoonists killed:
- Charb- Cabu- Tignous- Georges Wolinski http://t.co/T5G5TrcteG”","commenting"
"553575232867672064","MORE: Official: gunman holding at least five hostages in Paris market has threatened to kill them if police approach: http://t.co/KId3U6zhCK","commenting"
"524940813089144833","@Henderburn @nomedeplume84 ...seriously?! You're trying to profit from this? Think about it...","commenting"
"544294003361857537","@latikambourke thanks for the update Latika.","denying"
"553542100143591426","@SkyNewsBreak which means the phsyco is ruthless and will shoot all. Attack is best defence.","commenting"
"524985119036411904","@cnnbrk how was Ebola at both places simultaneously??","commenting"
"500299320676339712","@zellieimani @YourAnonCentral Where is the video from the cellphone taken from one of the witnesses who saw Brown shot and killed?","questioning"
"500407571153694720","@jlpauk @Tom_sveb @spants @rui_xu dude, come on. This rogue cop apparently thought he was Judge Dredd and murdered an unarmed kid.","questioning"
"544315385126727681","@mashable keeping it classy!","commenting"
"524926985454518272","""@CTVMontreal: One person shot outside Centre Block, 2nd wounded inside the building in Parliament Hill shooting http://t.co/YaZ5ptIm5y"" &gt;:(","commenting"
"576893187962224640","@andersostlund @tulipgrrl 😷","denying"
"552900298516484098","@mohamudaish @hassanbasmer @cnnbrk go away. It's what arabs do","commenting"
"524970281379823616","@Russell_Barth @dmatthewmillar @devo1400 @spaikin Call me bad Canuck, I hope those fucktards get their asses kicked. http://t.co/Xwl6nPO3UQ","questioning"
"544312583746899970","@7NewsSydney @Y7News  The Flag has arabic writing on it not Islamic writing.","denying"
"544279000672387072","@SkyNewsAust @conkc2 @liztilley84 Muhammad would be the guy with the 9 yr old wives and the order of death to infidels? What's the diff?","commenting"
"500359294181580800","@BrwnSkinGirly @CNNVideo thats not what i was referring to, i was just saying it doesnt have to be money to be a robbery","support"
"552852233901965313","@MashableNews brain washed fanatics. The amount of fervor needed to commit such a horrific act is unimaginable.","commenting"
"544325421022457856","@mashable what's not well-timed is what Huber is doing in a crisis situation. Uber has absolutely no integrity. Disgusting.","commenting"
"544347846363738112","@DrYobbo @alfinitum Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm","commenting"
"544322660529078273","Yes: https://t.co/tt33b9GgH2
Note: unconfirmed
@7NewsSydney @2kdei @Y7News
@PzFeed @BBCWorld @ABC","denying"
"544400873934188544","@BBCBreaking why don't Aussie swat take the fucker out??","commenting"
"544273516397219841","@DailyMailAU @AmericnElephant 

Guess Sydney's off our list.....","commenting"
"553232132269953024","@bobbybnews @atestafyr @BreakingNews @AFP @MelissaBellF24   It is a matter of when it will happen.","commenting"
"500323219556298753","@AkaDimiX @140elect Yeah, tell that to the 300 pound 6'4 dude who confronts you versus a 140 pound 5'2 30 yr old.","commenting"
"552812548366798848","Awful. RT @WSJ: At least 12 dead in the Paris shooting. http://t.co/GyWPr4HAcz #CharlieHebdo http://t.co/f3Own2ruhm","support"
"524981867876212736","@CBCAlerts @CBCNews","commenting"
"524996775049191424","@tdgecas @Henderburn ""professional, adjective: engaged in a specified activity as one's main paid occupation rather than as a pastime""","commenting"
"552808639283486722","@Colvinius @SuzanneCarbone @JulieOMarshall @LePoint no blood, just hear the shouting. I don't post any videos where u see blood or killing","commenting"
"553587370822750210","“@cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/i1GC3QP9mc”","denying"
"500354964838166528","“@TheSabber: @BrwnSkinGirly @CNNVideo he robbed swishers supposedly” smh","questioning"
"500304474616119296","@DanteB4u Besides a person who committed a robbery wouldn't call attention to himself by walking in the middle of the street. It's a lie.","commenting"
"544295739644342272","@rodneycruise @noplaceforsheep @SharriMarkson It's called Dunning-Kruger effect. http://t.co/TahBvYvnl9","commenting"
"544350417623068672","@fri6ken @beck_sullivan Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup rides","denying"
"553184777315287040","@juliamacfarlane I think they ultimately want their day in court and a platform upon which the world will look.","commenting"
"500703436103753728","@TheDailyEdge @marstu67 :Plausible that the #FergusonPD aided+abetted Wilson in fleeing.  PSYCHOLOGICAL TESTS for cops should be mandatory.","commenting"
"524975109023735808","@cbcsaltzman @CBCNews He's an argyll  is the name of the unit","commenting"
"553531861885259776","@SkyNewsBreak Doesnt sound like he has thought this one through","commenting"
"524974795503726593","@mythos_man @CBCAlerts @CBCNews @JustinTrudeau I am a proud Canadian afghan &amp; I support Canada's presence in Afghanistan","commenting"
"500280422295937024","Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.","support"
"500368681806073856","@ZerlinaMaxwell This is exactly what the #Ferguson PD &amp; their PR machine want-focus off their indefensible behavior.","support"
"525083549284966400","@nwhiteway @cnnbrk ITS STILL IMPORTANT","commenting"
"524965291000750080","@Gormanghast lets nt tag one religion like tat..as if other religions are holy..!!!","commenting"
"544320606058340352","RT“@AP: Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated"" http://t.co/qVYWG3qj8t”","denying"
"544518539936555008","@Joyce_Karam Yeah , I read about this joker this morning - alleged murder and sex assaults allegations really had my eyebrow raised !","support"
"500288040963964928","@mashable Gentle Giant, RIGHT. Go arrest that partner he had too.","denying"
"500279384075685888","@ReutersUS http://t.co/KgeCZVWWLp","commenting"
"500313282184761344","@DanteB4u @orangeseahorse @Alasscan_ Robbers do not just stroll down the middle of the street after robbing a store. @CNN IDIOTS #Ferguson","commenting"
"553531601838432257","@SkyNewsBreak Does he have a script to take away more freedoms.","commenting"
"500412019531849728","@admiralmpj @TPM Oh no,That's for real!! The #Pig #MiKeWhite #Ferguson PD!!","commenting"
"500394049501544449","@a_man_in_black @andybankertv @FOX2now Dorian Johnson just confirmed it was them. What now? #blackdenial","commenting"
"524956942926880768","@newhot899 near, NEAR the Rideau Centre","commenting"
"524977054178353154","@Cdn_Bowhunter I believe #cpc pushed it too far","commenting"
"553544735131201536","""@FoxNews: BREAKING: At least 2 killed in #Paris hostage situation via @AFP http://t.co/ZF4OK2i5Cx"" @am640Oakley","support"
"553507222324801536","@BBCBreaking why aint the reporyers walking accross the grass to get closer instead od tryna get past the police?","questioning"
"544272856528715776","@DianneG More on situation at Martin Place in Sydney, AU http://t.co/MWMQsw0IHB

 @KristyMayr7","commenting"
"500392686260879360","@LisaBloom Have to show Mike without clean hands somehow.","commenting"
"544325103693987840","@mashable you might want to rethink your hashtag","commenting"
"544523414330167296","@RT_com @MatthiasMeisner Das nenne ich mal handfesten Sensationsjournalismus. Auch von RT. Could you please not annoy me with needless info?","questioning"
"524971397488336897","@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau convo over. Trudeau is a windbag, name one good idea that he has tabled?","commenting"
"524927041599447040","@ashleyjmorton @CBCAlerts Give it one hour and my points will be confirmed.","commenting"
"552794023258099713","@cnni @ndtv @BBCBreaking SAD indeed......","commenting"
"500322303717441536","Henry Davis “@TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/IC6FyWSw0k http://t.co/V3JFwSeYFW”","support"
"552812110678196224","@USATODAY @usmanmanzoor @AP Very sad.

Amazing QTablet
http://t.co/C6ux2iB3Mb","commenting"
"553553255255781376","@ShirazMaher so what happen to the Charlie hebbdo suspects man news coverage is so shifty in this story","questioning"
"552800910670569472","@Independent Wild West Politics: Western Europe is suffering from its internal contradictions; welcome to the tribal politics of the future.","commenting"
"500313643435954177","@DanteB4u @nyblossom @CallsForJustice @CNN and that's cold blooded murder!","commenting"
"529715169942065152","“@billboard: Secret Prince show rumored for Toronto tonight http://t.co/90Qxxfa6w7” Wishing this was NYC @pdubfunk","support"
"524957372369108993","@subloke @HDMcC I had confirmed the first gunman was dead when I tweeted.","commenting"
"500381422150905856","@WSJ #HandsUpDontShoot hashtavists still don't know his hands were up.","commenting"
"529654334456598529","@CTVNews hey @stephb209 ^^^^","commenting"
"544333969970302977",".@iGottaTravel @Uber_Sydney @mtats Seems. A global marketing disaster Uber is trying to fix.","commenting"
"544482468410044417","@SkyNews @nitingokhale wish NDTV &amp; other can learn even 1% from this, NDTV costed soldiers' lives in kargil and lives in 26/11 too, Said SC","commenting"
"524960764503674880","@kellyoxford @HDMcC maybe you should have a news crew on retainer just in case. Rapid deploy anywhere breaking news happens.","denying"
"525406690116894720","@ArmedResearch @emerhughes4 for everyone else who doesn't want to read your whole timeline https://t.co/4TYnHVB8qR","commenting"
"553514398871216128","@papyzapy @BbcWhat it is well meaning but clueless people like you such imagery targets","commenting"
"500289931097296897","@TheAnonMessage2 no, because that would require reasoning and then if reasoning is applied, no one can be shot. Shoot now, reason later.","support"
"500309015981989888","@flavius217 At least they are thorough.  @GenXMedia","commenting"
"525022127255482368","@ArmedResearch Many here in Ottawa media looking for the source of this photo.","questioning"
"553589615379374080","@SkyNewsBreak Great outcome. All murderers dead. All hostages freed. Great job by French police","commenting"
"552812476019269632","@hassanbasmer @cnnbrk but the priests,rabbis&amp; ministers don't preach(kill all non moooslims)  not yet  but lets hope we get it on.easy prey.","commenting"
"553501357156876290","#CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact - French media http://t.co/Qgmn70TXSU","support"
"500294076273811459","@AlwaysThinkHow @DanteB4u @MsRock4Ever Thank goodness the cops in #Ferguson aren't very bright. Makes it easier to sue their sorry asses!","commenting"
"524993314207305729","@CBSNews And when will you be announcing they are Muslims? http://t.co/lZwUzG0nAI","questioning"
"544557233455910913","@drusudy @BBCBreaking Muslims are a problem all around the world and your statement is false and a lie.","denying"
"553538493738405888","@AP Locate more photo here! http://t.co/Xh5bm7I3Su","commenting"
"544282441091788801","@PzFeed flag remains unidentified.","denying"
"500304092296912897","@InfectiousChris I meant in general. People went off the deep end and believed the 1st thing they heard or read. No matter how 1 sided","commenting"
"500380753272635392","@spants @Tom_sveb @rui_xu @flavius217 I see a lot of people making assumptions with limited facts. We haven't even seen an autopsy report.","commenting"
"553580571985580032",".@cnni ITS A KOSHER JEWISH SUPERMARKET. THEY CHOSE IT FOR A REASON. YOU CONVENIENTLY LEFT THAT OUT #JeSuisJuif","commenting"
"576327925869506560","@russian_market have you read this? http://t.co/p5s1UG5B9G 
Is Andrei Illarionov a reliable source in your opinion?","questioning"
"524956203294941184","“@BBCBreaking: Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/GPF3jvzlFG http://t.co/9c6QBSwr6m” WTF 😳","support"
"553521650831196160","The 144 virgins to line up“@AP: MORE: Official: French terror suspects want to be martyrs;”","support"
"544280052175613952","RT “@mscott: Geoblock lifted on #ABCNews24. 
Streaming coverage of Martin Place siege in Sydney here  http://t.co/RuGJvbFs8A. #sydneysiege","support"
"500338356387999745","@kristinpuhl @OpFerguson attacking an officer is no a misdemeanor ....","denying"
"544537630218539010","@AusNewsNetwork ideally the 2 dead are the ones that were practicing their ""Religion of Peace""","commenting"
"544763686858944512","“@chookelini: @leftocentre @suthernx @RunawayBudgie @onewaymule87 @smh @ZJGarred no way he's a right wing extremist”

👍","commenting"
"552839829726060544","Inexpicable evil! “@MashableNews: 2 men wearing hoods &amp; black clothing shoot a wounded man #CharlieHebdo #ParisAttack http://t.co/dlPpRknrbi","commenting"
"521352500604309506","“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/LAVYq2As2v”STRESS!","commenting"
"544275161982455808","Forced to hold #ISIS flag? MT @SkyNewsAust: BREAKING: Hostages held &amp; siege taking place at #Sydney's Lindt Chocolat Cafe in Martin Place.","commenting"
"524925539996667904","“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/GRnmSXzgTr” Oh Canada!","commenting"
"544276495213268993","@Andrew_Denney @PaulSandars I hope everyone gets out safely.","commenting"
"553587067712995328","@KayBurley best News possible all things considered","commenting"
"544321184993529856","@tomsteinfort @Channel9 Ray Hadley, the worst muslim baiter in the country?  You listen to that nitwit.","denying"
"500305055351070722","@JustinGlawe @YourAnonCentral SIGN AND SHARE https://t.co/NRV4SXSuSL #Ferguson #JusticeForMikeBrown","commenting"
"544363266244214784","“@cnni: BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/KKaarOiaNk #sydneyseige”","denying"
"544382261097820160","@TroyBramston Source from Ray Hadley shows confirmed same report of gunman claiming there are four packages around Sydney","support"
"500410061974290433","Not sure 'shoot first &amp; uncover potential crime later' is viable policy outside the fevered mind of a conservative @ecl326 @jelani9 @kharyp","commenting"
"500487734914723840",".@AngryBlackLady @goprapebuster In a world where white cops who murder shoplifting kids are free of responsibility for their actions.","questioning"
"524929497205055488","Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least 1 injured - @CBCNews, @TorontoStar http://t.co/aF9HyT9BgX","support"
"553507669831876608","@cnni tell them we want to help them as much as possible.","commenting"
"544287443407892480","@OZzSue just watching here Hun, shocking news x","commenting"
"552849852338831360","@RT_com France is paying a big price for been a puppet of Americans","commenting"
"544283586111619072","@PzFeed Bring the @us_navyseals get that bastard","commenting"
"500399953295208448","@veggietrunks @leonlohr @LisaBloom it prevented future crimes by #MikeBrown","commenting"
"500345176783458305","@ChocnessMonsta #RacistWhiteSupremacy Is One Helluva Drug.","commenting"
"524976050481422336","@TweetFreak73 @CBCAlerts that disappoints you.... today? Wow...","commenting"
"524936331605323776","#AttackInOttawa
Police action
@dmatthewmillar: Snipers NationalArtGallery
we r barricadedCentreBlock ParliamentHill
http://t.co/HvykTnlcuz","support"
"553550508565479425","@Reuters The horror continue.","support"
"552816281737363458","@hassanbasmer @Chusid2015 @cnnbrk BS. NO other religion teaches that it's great to kill everyone else for whatever stupid reason islamics do","denying"
"500385150468116480","@jlpauk @spants @rui_xu @flavius217 everyone agrees he was shot once at close range and multiple times at 30+ feet.","commenting"
"553552625724301314","@ShirazMaher @DimaV Yes there is a link. It was confirmed officially today.","support"
"544301461845188608","Wow! I was just there RT @SkyNewsAust: #BREAKING: Hostages are being held &amp; a siege is taking place at Sydney's Lindt Cafe in Martin Place","commenting"
"544519563308580864","@AusNewsNetwork noooooo :(((","commenting"
"500402881737289728","@jelani9 @kharyp Since they want to label #MikeBrown as a shoplifter, since when is that crime punishable by DEATH?","commenting"
"552810267772334080","@DaliaChai @cnnbrk u go to jail for anti semite.  Law. U can abuse any religion it's called freedom of speech. Be fair. It's hurtful","commenting"
"500303315843170305","@mashable poor baby ""he din do nuffin"" lol","commenting"
"553518690872745985","@NBCNews so much for Local and Int'l Media adhering to a NO Publish of the building. Brilliant idiots as usual NBC","commenting"
"544292547955146752","@KristyMayr7; several of your tweets are either wrong or misleading. Please hold yourself to higher journalism standards!","denying"
"544292754344275968","@TheAnonMessage he already did","commenting"
"500386248284831746","@TheDailyEdge ""Unfortunately ""there is no proof he did that and witnesses who say he didn't go for the gun. Perhaps we should wait for facts","denying"
"544519358232674305","@AusNewsNetwork @Eagle_Vision not good news....","commenting"
"552812435321536512","@hassanbasmer @cnnbrk anti semitism, inciting hatred is VERY dif than satire&amp;humor. Jews don't kill u forcartoon. Inciting hate tho is crime","commenting"
"552818667293904898","@Chusid2015 @DaliaChai hehe Jews always change subject. If they lose cause of truth. Be serious. How many died under you in israel","denying"
"544470157670641664","@leftocentre @onewaymule87 @smh @ZJGarred ESpecially as Junior Hadley is a NSW Plod - wonder if he used his contacts to get stuff not public","commenting"
"525049059321462784","@chrisjefferson no info yet","commenting"
"544298113696292864","@FoxNews get off of Huckabee! Bring in @ShepNewsTeam","support"
"524924489058889728","@Henderburn @sherrilynne Who the hell would shoot a protector of our freedoms, not a Canadian I hope !","commenting"
"499537282177978368","@kev_cudi_ crazy right?","commenting"
"524993079603130368","@CBSNews Check @CBCNews for updates from police that are current.","commenting"
"500344751934406656","@kristinpuhl If you don't think there is clear motive in fighting or fleeing from police after robbery, you are a fucking moron. #Ferguson","denying"
"500316896299061248","@YourAnonLive @OpFerguson No but it def softens the blow.","questioning"
"524933733246574592","@CBCPolitics Time to get snipers out on the roofs. Take him out, no talking!!!","commenting"
"544282274510811137","@OZzSue @BBCWorld @BBCNews time we Australians say enough is enough to Muslim bs","commenting"
"544292543723089920",".@SharriMarkson Police have asked all on social media to desist publishing anything FHS","commenting"
"500281337694416896","@TheAnonMessage2 that still is no excuse to kill him","commenting"
"500317848536096768","@YourAnonLive it's not race were all targeted by the governments, cops, swat, FBI, they'll silence anyone who'll try to tell the truth","commenting"
"544279451760996352","@SkyNewsAust @StephanieAWood1 @liztilley84 then I guess we all don't need to worry???","commenting"
"500321978373656577","@140elect Or, for all we know, it's standard practice.","commenting"
"500337293375197184","@TheRoot @crudupeudeans @thedailybeast WOW! FANTASTIC ARTICLE! RT &amp; RT! FBI NEEDS TO INVESTIGATE THIS ONE ALSO! NO JUSTICE, NO PEACE!","support"
"499570907602767872","@clydetheslyde @mylifeishid #MikeBrown would need to be shot in #Benghazi  for #foxnews to cover it","commenting"
"544295112545538048","“@TheAnonMessage: FIRST PHOTOS: Hostage pressed against a window. #SydneySiege http://t.co/3FL99KTXrx”","commenting"
"529689790254698496","@FreekmaneJames LOOOOOOOOOOOOOOOOOOOL","commenting"
"524982445469622272","@RamCNN @HuffPostCanada what is happening in Ottawa today is devastating. This is Canada, peace loving!!","commenting"
"525024498999783424","@Cameron_Gray @globeandmail A hero's life cut short by a coward while standing by our symbol of freedom. Condolences to his family and CF.","commenting"
"553560292635189248","@vanemaya @NickKristof That's what the police are saying. I meant 'separate' as in different guys to the ones that did Charlie Hebdo attack.","commenting"
"500307149398876160","@agentbell4272 right.  So he did that for cigars ? I know I need to sit and read report.   What's your thoughts on sll this","questioning"
"500285913906565120","@zellieimani they did release the video..up to the journalists to post them  @syndicalisms","support"
"544328661806366721","@7NewsSydney @norsepast @Y7News http://t.co/YQTxEeSQem","support"
"544294036463710209","“@SkyNews: Live Updates: Siege in Sydney Cafe http://t.co/Cu4Jeygjlf” Hope they get out, no where is safe anymore!","commenting"
"500400101097889792","@jlpauk @Tom_sveb @rui_xu @flavius217 Yeah, I would totally expect a kid that's been shot to run away, get shot again, and decide to charge.","denying"
"500429048602845186","@TPM @AzmatZahra Wouldn't you have thought after widely publicized abuses by LAPD and CPD, that departments everywhere else would learn??","commenting"
"525022123426086912","@ArmedResearch hi, could you point us to the account? I'm a reporter","questioning"
"500301956989349888","@zadiaz @TracyMo53321503 @mashable Wait, so why didn't we shoot down the ARMED (white) men who shot up theaters and schools?","commenting"
"499532079873261568","@MichaelSkolnik The story is true.","support"
"553615536354246656","@dano1980mufc @SkyNews fucking hell, that's awful","denying"
"500382765934604291","@WSJ This, and their militaristic approach to the problem, does not paint the Fergie PD in a favorable light","support"
"524938029920948224","@cmaconthehill be safe","commenting"
"544325226515808256","“@mashable: Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" Right.","commenting"
"500298114675539968","@YourAnonLive @OpFerguson $50 ?! Shit.. Mane this is some nonsense the report don't even look right. Missing info allat","commenting"
"553589370721013760","“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/NL693nFvUZ”","commenting"
"544292863471677440","@SharriMarkson @australian dad?","questioning"
"576513717212442625","@MailOnline never !!","support"
"553590974044069888","“@AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/iKQksrAvMm”","denying"
"552806033585090560","@thei100 @Independent your readers love Muslim multiculturalism so they can look forward to this in the UK soon.","commenting"
"544536420660961280","@staronline A sportswoman INDEED, thank God she survived the shooting :') #run #escape #sydneysiege","support"
"544762753890525184","@leftocentre @onewaymule87 @smh @ZJGarred Me too lol","commenting"
"544344771796295680","@JonnyPut @Uber_Sydney how about you fuck off back to your corner of the internet where your opinion matters and I'll do the same.","denying"
"553488128364007424","@NBCNews @nbc6 Your article says the suspects, but then states it is a fact that they were the attackers. #justsaying","commenting"
"544447280389312512","@harryjohal1982 Yes, and it would seem the terrorists are positively counting on that.   @NickWaite7 @cnni","commenting"
"524943686032175104","“@CBCOttawa: CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews” #staysafeottawa","commenting"
"552851863671169024","@RT_com bastards","commenting"
"524932346961985536","“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli http://t.co/gYkprr50hG” #shocking","commenting"
"544384788527083521","@TroyBramston @channeltennews Deliver him the Australian SAS instead.","commenting"
"500452111692595201","@JPantsdotcom @AkaDimiX @140elect I'm sorry ""kid"", I gotz no times for bs.  Peace.","denying"
"500661909751103488","@Copscantweet2 you do a lot of bitching and whining, but never make any points.","commenting"
"544285405390983168","@AnitaTeguh @OZzSue @BBCWorld @BBCNews More Ammo to clean up militant Islamics inOzz   No more pussyfooting Diggers  Smack em down","commenting"
"500291697167712258","@edeweysmith So they shot him 8 times because he was a ""suspect""? Still doesn't make any sense.","commenting"
"576526712940310528","@MailOnline whole lot of talk. He was probably on a hunting trip","commenting"
"500386025412104192","Hey @thelittleidiot on top of bein selfadmitted idiot : ) Yer also Retarted LOL #Libs + their #Ferguson #WelfarePet Thugs @XposeBlackCrime","denying"
"552822387448631296","@guardian it's painful and inhuman to kill innocent people, 
No religion permits it.","commenting"
"525007688405491712","@ArrogantHair @SeanOsmar @darrellbricker It's not a hoax, but it also wasn't taken *after* the shooting.","commenting"
"500310256598011904","@flavius217 @rui_xu How? They are giving info that the media asked for.","support"
"524937651229822976","@rcallimachi @ummsalama15_ news reported by IS journalists dipstick","commenting"
"552821069036670976","4 #CharlieHebdo cartoonists killed:

- Charb
- Cabu
- Tignous
- Georges Wolinski

#JeSuisCharlie http://t.co/QbaEYog2S2","support"
"552812099294863362","@nancysaidboo Exactly. @Colvinius @meadea @LePoint","commenting"
"500939702565105664","@max843 @orangeseahorse @DanteB4u @Alasscan_ Dorian admitted from day 1.Now rumor has it that store never called 911 who called? 911 tape?","commenting"
"500350665315450881","@BrwnSkinGirly @CNNVideo he robbed swishers supposedly","support"
"544279390553530368","@mscott cc: @thehindsiteblog","commenting"
"498471393538093056","@Progress4Ohio @MichaelSkolnik  I'm not RACIST. We live together with over 200 nations in Russia. And U can go out for this words, mucacho.","commenting"
"544512659618414594","“@BBCBreaking: Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/e4PzxnOj3F”","commenting"
"500337288564723712","@kristinpuhl ""might"" does not even constitute evidenciary support for ANY criminal charges.","commenting"
"552811993145835520","@zhuravkov67 @cnnbrk Hey buddy, I'm insulting your faith. Now go fuck yourself.","commenting"
"521367512551002112","@LuigiLouco999 @FootballcomEN O QUE TEM O MEU HOMEM??","commenting"
"553588141576454144","“@SkyNewsBreak: AFP: suspected #CharlieHebdo gunmen have been killed” Hoping that this is now the end","commenting"
"524933486407602176","@kellyoxford please wait on this. Also sounds like multiple suspects. People need to stay vigilant.","denying"
"529690572630798338","@LisaLaFlammeCTV @CTVToronto a suprise concert on Vancouver would be cool #cmonprince","support"
"553505242554175489","Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","support"
"529694204361203713","@FreekmaneJames tell me we wouldn't show up in the tightest clothes and cry while still being the hardest niggas at a prince concert","commenting"
"544293748377518080","@SharriMarkson   You are a danger to the rest of society. Stop posting pics without any verification &amp; creating panic.","commenting"
"553596969978179584","@andrea_avena it will never be the end","commenting"
"553570156438638592","@ABC oh really maybe because it's  false flag","commenting"
"500295998753611777","@CheriPhi @mashable That maybe he did try &amp; take cops gun though window (something witnesses could not see). This goes toward CHARACTER. 😐","commenting"
"552840744210161664","Scary! @RT_com 3 #CharlieHebdo attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large http://t.co/w1qvKefN2d","commenting"
"544511608551002113","@BBCBreaking  A gunshot heard?","questioning"
"524941897266397184","@Russell_Barth @dmatthewmillar @spaikin you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!","denying"
"500395581429526528","@SLEEZAVELLI @andybankertv @FOX2now Not by this kid.","denying"
"552810884314443776","Appalling and so tragic. “@guardian: 11 dead in shooting at Paris offices of satirical magazine Charlie Hebdo http://t.co/KJYnGV41fM”","commenting"
"553587672137334785","AFP: suspected #CharlieHebdo gunmen have been killed","support"
"552877204304977921","@RT_com 12 french death is not even worth discussing or spoken about compared to 100s which are killed by USA &amp; NATO bombing on daily basis","commenting"
"500320401369870336","@jlpauk @spants @rui_xu @flavius217 they've systematically only released information that makes them look good, even info that might taint","support"
"500298472785182720","@jlrehmer @OpFerguson @YourAnonLive 
Good look! Thank you!","commenting"
"544514368105611264","@FoxNews any update on PA shooting?","questioning"
"500285091394764801","Video manipulation takes time. RT @zellieimani: If there is surveillance of a robbery why release stills and not the video itself? #Ferguson","support"
"499374160121184257","@AnonymousPress  Freedom of the press my ass","commenting"
"576336711376056320","@russian_market @FerroTV @L0gg0l Welcome Sir!","commenting"
"544333770900242432","RT @nypost Hostages in Sydney cafe made to hold up Islamic flags http://t.co/Gy2uqWoJHt #Australia #Islam #sharia","support"
"544761639031939072","@leftocentre @RunawayBudgie @onewaymule87 @smh @ZJGarred ""Most popular Talk- back"" say the blurbs","commenting"
"524946118774620161","@PzFeed sickening","commenting"
"544299651005181953","@FoxNews This would happen more often if it wasn't for the fine work from the CIA. #sydneysiege","commenting"
"544513414023094272","@9NewsSyd @charlescwcooke That would mean worst case: scumbag started shooting hostages and police responded. Hope that is not the case. 2/2","support"
"553203935088214017","@independent Islam never Support Terrorist &amp; I'M Proud to be an Islam","commenting"
"499755375642816512","@larryelder @aubbie2222 Al and Jesse have to go where the money can be had. If there were no Racism, they would be saying ""Paper or Plastic?","commenting"
"553184702530453505","@juliamacfarlane maybe they want to get caught","commenting"
"544282661909323776","@AnitaTeguh @BBCWorld @BBCNews 
And that time is now, they have brought it to us, they'll be sorry","commenting"
"524941132237910016","Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting","support"
"544285415814225921","@SkyNews Thoughts with the folks in there ,for a safe return","commenting"
"524936372889853952","@rcallimachi @ummsalama15_ how about dropping bombs on Muslims all over the world.  Not radical.","support"
"500292264909107200","And at least Barney Fife would have been HONEST from the first hour. @DanteB4u @AlwaysThinkHow","commenting"
"544336896256512000","@bmac_ottawa @Uber_Sydney Ah that makes sense then thanks","commenting"
"544335782454886400","@aprilritchey has already. .msm may start interviewing CrISIS actors soon. ..","commenting"
"544381485591982083","Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.","support"
"553591557325336576","@SkyNews 🙏","questioning"
"525061628078067712","@cnnbrk @AC360 sad.....","commenting"
"500378522788315137","#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a","support"
"524944687053152256","Dear Canada, what are you doing??? MT @CBCOttawa CONFIRMED | 1 shooter shot dead at Parliament Hill. #cbcOTT #OTTnews","commenting"
"544347055754199040","@iGottaTravel @mtats Uber is covering the cost of all rides.","commenting"
"499370209442942976","“@clydetheslyde: Currently the #FoxNews website has zero/........as the three wise monkeys commented 'see no evil hear no evil speak no evil","questioning"
"500381163866062848","Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp","support"
